"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"221","S24","Syntiä on aina helppo myydä , koska ihmiset haluavat sitä luonnostaan .","synti olla aina helppo myydä , koska ihminen haluta se luonto .","Paras todennäköisyys rikastumiseen","28.10.2014","00:06","Talous","Yleistä taloudesta","setelit suhisee","8969496","http://keskustelu.suomi24.fi/t/12799263#comment-72535452","http://keskustelu.suomi24.fi/t/12799263","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"222","S24","Sitten mitä olen vielä vertaillut on se , että Joen Jättikirppiksen hyllyt ovat todella pienet ja ahtaat , joten tavaraa ei paljon mahdu esille , kun taas Valintakirppiksen hyllyt ovat HIEMAN isommat kumminkin .","sitten mikä olla vielä vertailla olla se , että joki jättikirppis hylly olla todella pieni ja ahdas , joten tavara ei paljon mahtua esille , kun taas valintakirppis hylly olla hieman iso kumminkin .","JOEN JÄTTIKIRPPIS OY (Joensuu), Kokemuksia?","25.3.2014","23:48","Talous","Kirpputorit","Kirppuli","2108425","http://keskustelu.suomi24.fi/t/9251340#comment-66921627","http://keskustelu.suomi24.fi/t/9251340","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"223","S24","Kerro samalla palkkadi ja vertaa sitä Romanialaisen samanalan työntekijään .","kertoa samalla palkkadi ja verrata se romanialainen samanalan työntekijä .","ruuan hinnan muodostus","22.10.2014","23:15","Talous","Maataloustuki","Palkkasi Jopa?","1013412","http://keskustelu.suomi24.fi/t/12753129#comment-72257775","http://keskustelu.suomi24.fi/t/12753129","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"224","S24","Ei mun ainakaan pitänyt mitään aloitus pakettia maksaa .","ei mä aina pitää mikään aloitus paketti maksaa .","Lyoness (scam)","16.9.2014","18:45","Talous","Verkostomarkkinointi","....................","2051311","http://keskustelu.suomi24.fi/t/12453199#comment-70341623","http://keskustelu.suomi24.fi/t/12453199","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"225","S24","On järjetöntä , että kotimainen ruoka katoaa byrokratian rattaisiin , mutta samaan aikaan myynnissä voi olla ”thaimaalaista influenssakanaa tai romanialaista hormonihevosta” .","olla järjetön , että kotimainen ruoka kadota byrokratia ratas , mutta sama aika myynti voida olla ”thaimaalaista influenssakana tai romanialainen hormonihevosta” .","”thaimaalaista influenssakanaa tai romanialaista hormonihevosta”","4.1.2014","01:27","Talous","Yleistä maataloudesta","Hepatiittia,","5363438","http://keskustelu.suomi24.fi/t/11967611#comment-65412806","http://keskustelu.suomi24.fi/t/11967611","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"226","S24","Alajärvellä on paljon "" gayta "" lestadiolaisen viitassa .","alajärvi olla paljon "" gayta "" lestadiolainen viitta .","tässä suomalaista tuotantoo tuet maksettu tuottajalla","26.5.2014","13:36","Talous","Maataloustuki","ja jämptii","8061523","http://keskustelu.suomi24.fi/t/12267432#comment-67998430","http://keskustelu.suomi24.fi/t/12267432","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"227","S24","Voit työntää kuitin vaikka sinne toisen nimimerkin osoittamaan paikkaan , mutta vaadi se kuitti , sillä juuri kuitin vaatimisella sitä harmaata taloutta ehkäistään , vaikka juuri sinä et kuitilla mitään tekisikään .","voida työntää kuitti vaikka sinne toinen nimimerkki osoittaa paikka , mutta vaatia se kuitti , sillä juuri kuitti vaatia se harmaa talous ehkäistä , vaikka juuri sinä ei kuitti mikään tehdä .","Mitä teen kuitilla?","24.2.2013","20:07","Talous","Yleistä taloudesta","puttesetä","6962184","http://keskustelu.suomi24.fi/t/11292340#comment-60192784","http://keskustelu.suomi24.fi/t/11292340","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"228","S24","missä ostat eli missä kuljet - -&gt ; ja näin IF saadaan sinusta tarkkaa tietoa elämästäsi , jota se käyttää häpeämättömästi hyväkseen markkinoinnissa ja vakuutustarjousten esim. henkivakuutusten riskien arvioinnissa sekä jopa vakuutuskorvausten suuruuksien määräytymisessä .","mikä ostaa eli mikä kulkea - -> ; ja näin IF saada sinä tarkka tieto elämä , joka se käyttää häpeämättömästi hyvä markkinointi ja vakuutustarjous esim. henkivakuutus riski arviointi sekä jopa vakuutuskorvaus suuruus määräytyä .","Kesko Kusettaa!","20.8.2014","11:57","Talous","Hintavertailut","Orveliinin Yrjö","2090790","http://keskustelu.suomi24.fi/t/11761622#comment-69435947","http://keskustelu.suomi24.fi/t/11761622","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"229","S24","Kun noitten isojen firmojen hakkuujälkeä on kattellu , niin ihmettelen miten joku voi sellasta hyväksyä .","kun noitten iso firma hakkuujälki olla kattellu , niin ihmetellä miten joku voida sellasta hyväksyä .","Mikä metsäyhtiö?","16.6.2008","11:52","Talous","Metsänhoito","tukkikuski","1362401","http://keskustelu.suomi24.fi/t/5929893#comment-31107491","http://keskustelu.suomi24.fi/t/5929893","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"230","S24","Ei varmastikaan kannata kysyä Soneralta ...","ei varmasti kannattaa kysyä Sonera ...","PALVELUSOPIMUKSESSA EI LUE LASKUA JOKA TULI MYÖHEMMIN!?!!??????","11.9.2014","15:42","Talous","Kuluttajansuoja","96","4113772","http://keskustelu.suomi24.fi/t/12489305#comment-70088447","http://keskustelu.suomi24.fi/t/12489305","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"231","S24","Samana päivänä laitoin spostilla ( jonka osoitteen löysin heidän kirjeestään , joka oli tutustumispakkauksessa ) peruutuksen seuraavasta paketista , joka tulisi jo viikon sisällä .","sama päivä laittaa spostilla ( joka osoite löytää hän kirje , joka olla tutustuapakkaus ) peruutus seuraava paketti , joka tulla jo viikko sisällä .","COREXIN ja Tanskalainen nettifirma Helsecaredk VAROITUS !!","25.4.2013","21:14","Talous","Shoppailu","rrkoholla","4312202","http://keskustelu.suomi24.fi/t/9963079#comment-61245479","http://keskustelu.suomi24.fi/t/9963079","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"232","S24","Otetaan raha työttömän tuista ja viedään viimeinen leipäpala , jottei vaan yrittäjä , tuo puolijumala , kärsisi mistään ...","ottaa raha työtön tuki ja viedä viimeinen leipäpala , jottaei vaan yrittäjä , tuoda puolijumala , kärsiä mikään ...","Työpäivät 6- tuntisiksi","13.12.2014","16:04","Talous","Yleistä taloudesta","nykyään työtön","92751","http://keskustelu.suomi24.fi/t/12921720#comment-75095934","http://keskustelu.suomi24.fi/t/12921720","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"233","S24","Samoin käynyt muutaman Mig-hitsin kohdalla , olin mukana huutamassa mutta kun hinta alkoi olla uuden vastaavan kanssa samoissa euro määrissä lopetin , ostin uuden ja oli takuut samaan hintaan .","samoin käydä muutama Mig-hitsin kohta , olla mukana huutaa mutta kun hinta alkaa olla uusi vastaava kanssa sama euro määrä lopettaa , ostaa uusi ja olla takuu sama hinta .","lainvoima.com kokemuksia palvelun käytöstä","26.9.2012","08:10","Talous","Huutokaupat ja nettihuutokaupat","että näin","2073581","http://keskustelu.suomi24.fi/t/8825266#comment-57443653","http://keskustelu.suomi24.fi/t/8825266","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"234","S24","nykyaikaa Yritin ottaa puhelinoperaattoriin yhteyttä .","nykyaika yrittää ottaa puhelinoperaattori yhteys .","NaturaMed Pharma","30.1.2008","09:04","Talous","Kuluttajansuoja","jonotusta jonotusta","4105019","http://keskustelu.suomi24.fi/t/2174746#comment-28296765","http://keskustelu.suomi24.fi/t/2174746","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"235","S24","Eli tohon jälkiperintään en ainakaan minä voi vastata mitään ...","eli toi jälkiperintä ei aina minä voida vastata mikään ...","luottotiedot takaisin?","7.10.2014","22:22","Talous","Lainat ja velka","ihmetellen","3252041","http://keskustelu.suomi24.fi/t/12673820#comment-71455112","http://keskustelu.suomi24.fi/t/12673820","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"236","S24","Ei tarvitse viedä enää mitään Pellavapäähän kun ne on lopettanut .","ei tarvita viedä enää mikään pellavapää kun se olla lopettaa .","Lastenkirpputori Pellavapää Espoossa","14.11.2014","10:29","Talous","Kirpputorit","Ihmetouhua","2113048","http://keskustelu.suomi24.fi/t/12571895#comment-73462611","http://keskustelu.suomi24.fi/t/12571895","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"237","S24","Voin taata , että 10 000 € summankin menetys on todella vuosien murhe , vaikka olisi 1 % omaisuudesta , sellaista on raha .","voida taata , että 10 000 € summa menetys olla todella vuosi murhe , vaikka olla 1 % omaisuus , sellainen olla raha .","Miten vaihtaa pankkia","24.2.2008","08:28","Talous","Pankit","9w0.","4196423","http://keskustelu.suomi24.fi/t/5420974#comment-28866394","http://keskustelu.suomi24.fi/t/5420974","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"238","S24","Kaikki muutkin vakuutukset toimivat samalla periaatteella eli ko vakuutuksen vakuutusmaksut eivät kata kaikkia mahdollisia vahinkoja jos ne sattuisivat kaikille ja yhtäaikaa .","kaikki muu vakuutus toimia sama periaate eli ko vakuutus vakuutusmaksu ei kattaa kaikki mahdollinen vahinko jos se sattua kaikki ja yhtäaikaa .","TÄÄLLÄ TOTUUS SUOMEN TALOUDESTA JA ONGELMASTA","13.12.2014","12:57","Talous","Yleistä taloudesta","Eipä ole helppoa, ei","2055583","http://keskustelu.suomi24.fi/t/13059417#comment-75086703","http://keskustelu.suomi24.fi/t/13059417","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"239","S24","Kuten sanottua , laatu ja hinta maataloudessa ja maatalouskoneen valmistusteollisuudessa on kohdallaan .","kuten sanoa , laatu ja hinta maatalous ja maatalouskone valmistusteollisuus olla kohta .","Suosivatko viljelijät tarpeeksi kotimaista?","17.11.2014","19:21","Talous","Maataloustuki","Kappasvaan,","1009312","http://keskustelu.suomi24.fi/t/12944217#comment-73657896","http://keskustelu.suomi24.fi/t/12944217","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"240","S24","kaikkein lapsellisin kommentti , mitä tällä palstalla olen kuullut , on tuon "" Hondamies 500 "" suusta .","kaikkein lapsellinen kommentti , mikä tämä palsta olla kuulla , olla tuo "" Hondamies 500 "" suu .","Polttopuun kuljetukseen...","4.11.2011","19:41","Talous","Metsäkoneet","älyäläjätä.","8066018","http://keskustelu.suomi24.fi/t/9464949#comment-51993197","http://keskustelu.suomi24.fi/t/9464949","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"241","S24","Ruuissa voi säästää kun kyttäilee tarjouksia hommaa plussakortin jne bonuskortit sekä vanahaksi menevät on vielä ihan hyviä .","ruoka voida säästää kun kyttäillä tarjous homma plussakortti jne bonuskortti sekä vanahaksi mennä olla vielä ihan hyvä .","Mistä voisin vielä säästää?","22.10.2014","11:51","Talous","Yleistä taloudesta","tgghhj","2095304","http://keskustelu.suomi24.fi/t/12635285#comment-72219210","http://keskustelu.suomi24.fi/t/12635285","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"242","S24","Nyt ostamaan ja suomi nousuun talkoomielin .","nyt ostaa ja suomia nousu talkoomieli .","Suurin potentiaali?!?","23.11.2013","11:30","Talous","Osakevinkit","Talkoot","252592","http://keskustelu.suomi24.fi/t/11866952#comment-64699715","http://keskustelu.suomi24.fi/t/11866952","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"243","S24","Kun samaan aikaan valtionvelka kasvaa , luottoluokitus heikkenee ja korot ilmeisesti lähtevät nousuun kansantalous uhkaa romahtaa .","kun sama aika valtionvelka kasvaa , luottoluokitus heiketä ja korko ilmeisesti lähteä nousu kansantalous uhata romahtaa .","Mitkään verotulot ei riitä valtiolle","3.10.2014","17:37","Talous","Yleistä taloudesta","Oma maa ensin","8745236","http://keskustelu.suomi24.fi/t/12154598#comment-71226986","http://keskustelu.suomi24.fi/t/12154598","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"244","S24",": ) .",": ) .","Tal.vaa.ra.","14.2.2014","09:48","Talous","Osakevinkit","reppana1","3342674","http://keskustelu.suomi24.fi/t/12051583#comment-66202123","http://keskustelu.suomi24.fi/t/12051583","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
